"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Valida se o produto é cadastrado corretamente com dados válidos","2217","testeDeveCadastrarProdutoValido","Surefire suite","Wed Feb 19 18:01:22 GMT 2025","passed","Wed Feb 19 18:01:24 GMT 2025","com.vemser.rest.tests.usuarios.PostProdutoTest","Surefire test","com.vemser.rest.tests.usuarios.PostProdutoTest","testeDeveCadastrarProdutoValido"
"Valida se ao tentar listar usuários com um email inválido, a resposta contém a mensagem de erro correta","89","testTentarListarUsuariosPorEmailInvalido","Surefire suite","Wed Feb 19 18:01:26 GMT 2025","passed","Wed Feb 19 18:01:26 GMT 2025","com.vemser.rest.tests.usuarios.GetUsuariosTest","Surefire test","com.vemser.rest.tests.usuarios.GetUsuariosTest","testTentarListarUsuariosPorEmailInvalido"
"Valida se a tentativa de listar um produto com ID inválido retorna o erro correto","82","testAssertTentaListarProdutoIDInvalido","Surefire suite","Wed Feb 19 18:01:25 GMT 2025","passed","Wed Feb 19 18:01:25 GMT 2025","com.vemser.rest.tests.usuarios.GetProdutosTest","Surefire test","com.vemser.rest.tests.usuarios.GetProdutosTest","testAssertTentaListarProdutoIDInvalido"
"Valida se o schema de resposta ao listar usuários por email está correto","545","testSchemaListarUsuariosPorEmailComSucesso","Surefire suite","Wed Feb 19 18:01:02 GMT 2025","passed","Wed Feb 19 18:01:03 GMT 2025","com.vemser.rest.tests.usuarios.GetUsuariosTest","Surefire test","com.vemser.rest.tests.usuarios.GetUsuariosTest","testSchemaListarUsuariosPorEmailComSucesso"
"Valida se ao tentar listar um usuário com ID inválido, a resposta contém a mensagem de erro correta","69","testTentarListarUsuariosPorIDInexistente","Surefire suite","Wed Feb 19 18:01:26 GMT 2025","passed","Wed Feb 19 18:01:26 GMT 2025","com.vemser.rest.tests.usuarios.GetUsuariosTest","Surefire test","com.vemser.rest.tests.usuarios.GetUsuariosTest","testTentarListarUsuariosPorIDInexistente"
"Valida se um produto pode ser listado corretamente com ID válido","134","testAssertDeveListarProdutoIDValido","Surefire suite","Wed Feb 19 18:01:24 GMT 2025","passed","Wed Feb 19 18:01:24 GMT 2025","com.vemser.rest.tests.usuarios.GetProdutosTest","Surefire test","com.vemser.rest.tests.usuarios.GetProdutosTest","testAssertDeveListarProdutoIDValido"
"Valida se o schema de resposta ao listar usuários por ID está correto","314","testSchemaListarUsuariosPorIDComSucesso","Surefire suite","Wed Feb 19 18:01:03 GMT 2025","passed","Wed Feb 19 18:01:03 GMT 2025","com.vemser.rest.tests.usuarios.GetUsuariosTest","Surefire test","com.vemser.rest.tests.usuarios.GetUsuariosTest","testSchemaListarUsuariosPorIDComSucesso"
"Valida se um depósito é realizado corretamente com dados válidos","818","testAssertDeveListarProdutosCadastrados","Surefire suite","Wed Feb 19 18:01:24 GMT 2025","passed","Wed Feb 19 18:01:25 GMT 2025","com.vemser.rest.tests.usuarios.GetProdutosTest","Surefire test","com.vemser.rest.tests.usuarios.GetProdutosTest","testAssertDeveListarProdutosCadastrados"
"Valida se os dados do usuário podem ser recuperados corretamente ao consultar por ID","225","testDeveListarUsuariosPorIDComSucesso","Surefire suite","Wed Feb 19 18:01:26 GMT 2025","passed","Wed Feb 19 18:01:26 GMT 2025","com.vemser.rest.tests.usuarios.GetUsuariosTest","Surefire test","com.vemser.rest.tests.usuarios.GetUsuariosTest","testDeveListarUsuariosPorIDComSucesso"
"Valida se o schema de produto por ID está correto","138","testSchemaDeveListarProdutoIDValido","Surefire suite","Wed Feb 19 18:01:02 GMT 2025","passed","Wed Feb 19 18:01:02 GMT 2025","com.vemser.rest.tests.usuarios.GetProdutosTest","Surefire test","com.vemser.rest.tests.usuarios.GetProdutosTest","testSchemaDeveListarProdutoIDValido"
"Valida se os usuários podem ser listados corretamente ao consultar por email","427","testDeveListarUsuariosPorEmailComSucesso","Surefire suite","Wed Feb 19 18:01:25 GMT 2025","passed","Wed Feb 19 18:01:26 GMT 2025","com.vemser.rest.tests.usuarios.GetUsuariosTest","Surefire test","com.vemser.rest.tests.usuarios.GetUsuariosTest","testDeveListarUsuariosPorEmailComSucesso"
"Valida se o produto é cadastrado corretamente com dados válidos e schema esperado","2632","testeSchemaDeveCadastrarProdutoValido","Surefire suite","Wed Feb 19 18:01:00 GMT 2025","passed","Wed Feb 19 18:01:02 GMT 2025","com.vemser.rest.tests.usuarios.PostProdutoTest","Surefire test","com.vemser.rest.tests.usuarios.PostProdutoTest","testeSchemaDeveCadastrarProdutoValido"
