"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Valida se os dados do usuário podem ser recuperados corretamente ao consultar por ID","237","testDeveListarUsuariosPorIDComSucesso","Surefire suite","Wed Feb 19 17:52:43 GMT 2025","passed","Wed Feb 19 17:52:43 GMT 2025","com.vemser.rest.tests.usuarios.GetUsuariosTest","Surefire test","com.vemser.rest.tests.usuarios.GetUsuariosTest","testDeveListarUsuariosPorIDComSucesso"
"Valida se um depósito é realizado corretamente com dados válidos","769","testAssertDeveListarProdutosCadastrados","Surefire suite","Wed Feb 19 17:52:42 GMT 2025","passed","Wed Feb 19 17:52:43 GMT 2025","com.vemser.rest.tests.usuarios.GetProdutosTest","Surefire test","com.vemser.rest.tests.usuarios.GetProdutosTest","testAssertDeveListarProdutosCadastrados"
"Valida se ao tentar listar um usuário com ID inválido, a resposta contém a mensagem de erro correta","87","testTentarListarUsuariosPorIDInexistente","Surefire suite","Wed Feb 19 17:52:43 GMT 2025","passed","Wed Feb 19 17:52:44 GMT 2025","com.vemser.rest.tests.usuarios.GetUsuariosTest","Surefire test","com.vemser.rest.tests.usuarios.GetUsuariosTest","testTentarListarUsuariosPorIDInexistente"
"Valida se os usuários podem ser listados corretamente ao consultar por email","467","testDeveListarUsuariosPorEmailComSucesso","Surefire suite","Wed Feb 19 17:52:43 GMT 2025","passed","Wed Feb 19 17:52:43 GMT 2025","com.vemser.rest.tests.usuarios.GetUsuariosTest","Surefire test","com.vemser.rest.tests.usuarios.GetUsuariosTest","testDeveListarUsuariosPorEmailComSucesso"
"Valida se o schema de resposta ao listar usuários por email está correto","572","testSchemaListarUsuariosPorEmailComSucesso","Surefire suite","Wed Feb 19 17:52:18 GMT 2025","passed","Wed Feb 19 17:52:19 GMT 2025","com.vemser.rest.tests.usuarios.GetUsuariosTest","Surefire test","com.vemser.rest.tests.usuarios.GetUsuariosTest","testSchemaListarUsuariosPorEmailComSucesso"
"Valida se um produto pode ser listado corretamente com ID válido","133","testAssertDeveListarProdutoIDValido","Surefire suite","Wed Feb 19 17:52:42 GMT 2025","passed","Wed Feb 19 17:52:42 GMT 2025","com.vemser.rest.tests.usuarios.GetProdutosTest","Surefire test","com.vemser.rest.tests.usuarios.GetProdutosTest","testAssertDeveListarProdutoIDValido"
"Valida se o produto é cadastrado corretamente com dados válidos","2293","testeDeveCadastrarProdutoValido","Surefire suite","Wed Feb 19 17:52:39 GMT 2025","passed","Wed Feb 19 17:52:42 GMT 2025","com.vemser.rest.tests.usuarios.PostProdutoTest","Surefire test","com.vemser.rest.tests.usuarios.PostProdutoTest","testeDeveCadastrarProdutoValido"
"Valida se o schema de resposta ao listar usuários por ID está correto","357","testSchemaListarUsuariosPorIDComSucesso","Surefire suite","Wed Feb 19 17:52:19 GMT 2025","passed","Wed Feb 19 17:52:19 GMT 2025","com.vemser.rest.tests.usuarios.GetUsuariosTest","Surefire test","com.vemser.rest.tests.usuarios.GetUsuariosTest","testSchemaListarUsuariosPorIDComSucesso"
"Valida se a tentativa de listar um produto com ID inválido retorna o erro correto","106","testAssertTentaListarProdutoIDInvalido","Surefire suite","Wed Feb 19 17:52:43 GMT 2025","passed","Wed Feb 19 17:52:43 GMT 2025","com.vemser.rest.tests.usuarios.GetProdutosTest","Surefire test","com.vemser.rest.tests.usuarios.GetProdutosTest","testAssertTentaListarProdutoIDInvalido"
"Valida se o produto é cadastrado corretamente com dados válidos e schema esperado","2424","testeSchemaDeveCadastrarProdutoValido","Surefire suite","Wed Feb 19 17:52:15 GMT 2025","passed","Wed Feb 19 17:52:18 GMT 2025","com.vemser.rest.tests.usuarios.PostProdutoTest","Surefire test","com.vemser.rest.tests.usuarios.PostProdutoTest","testeSchemaDeveCadastrarProdutoValido"
"Valida se ao tentar listar usuários com um email inválido, a resposta contém a mensagem de erro correta","84","testTentarListarUsuariosPorEmailInvalido","Surefire suite","Wed Feb 19 17:52:43 GMT 2025","passed","Wed Feb 19 17:52:43 GMT 2025","com.vemser.rest.tests.usuarios.GetUsuariosTest","Surefire test","com.vemser.rest.tests.usuarios.GetUsuariosTest","testTentarListarUsuariosPorEmailInvalido"
"Valida se o schema de produto por ID está correto","131","testSchemaDeveListarProdutoIDValido","Surefire suite","Wed Feb 19 17:52:18 GMT 2025","passed","Wed Feb 19 17:52:18 GMT 2025","com.vemser.rest.tests.usuarios.GetProdutosTest","Surefire test","com.vemser.rest.tests.usuarios.GetProdutosTest","testSchemaDeveListarProdutoIDValido"
