"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Valida se o schema de resposta ao listar usuários por email está correto","871","testSchemaListarUsuariosPorEmailComSucesso","Surefire suite","Fri Feb 21 12:20:29 GMT 2025","passed","Fri Feb 21 12:20:30 GMT 2025","com.vemser.rest.tests.usuarios.GetUsuariosTest","Surefire test","com.vemser.rest.tests.usuarios.GetUsuariosTest","testSchemaListarUsuariosPorEmailComSucesso"
"Valida se a tentativa de listar um produto com ID inválido retorna o erro correto","121","testAssertTentaListarProdutoIDInvalido","Surefire suite","Fri Feb 21 12:20:52 GMT 2025","passed","Fri Feb 21 12:20:52 GMT 2025","com.vemser.rest.tests.usuarios.GetProdutosTest","Surefire test","com.vemser.rest.tests.usuarios.GetProdutosTest","testAssertTentaListarProdutoIDInvalido"
"Valida se o schema de resposta ao listar usuários por ID está correto","363","testSchemaListarUsuariosPorIDComSucesso","Surefire suite","Fri Feb 21 12:20:30 GMT 2025","passed","Fri Feb 21 12:20:30 GMT 2025","com.vemser.rest.tests.usuarios.GetUsuariosTest","Surefire test","com.vemser.rest.tests.usuarios.GetUsuariosTest","testSchemaListarUsuariosPorIDComSucesso"
"Valida se ao tentar listar um usuário com ID inválido, a resposta contém a mensagem de erro correta","96","testTentarListarUsuariosPorIDInexistente","Surefire suite","Fri Feb 21 12:20:53 GMT 2025","passed","Fri Feb 21 12:20:53 GMT 2025","com.vemser.rest.tests.usuarios.GetUsuariosTest","Surefire test","com.vemser.rest.tests.usuarios.GetUsuariosTest","testTentarListarUsuariosPorIDInexistente"
"Valida se os dados do usuário podem ser recuperados corretamente ao consultar por ID","310","testDeveListarUsuariosPorIDComSucesso","Surefire suite","Fri Feb 21 12:20:52 GMT 2025","passed","Fri Feb 21 12:20:53 GMT 2025","com.vemser.rest.tests.usuarios.GetUsuariosTest","Surefire test","com.vemser.rest.tests.usuarios.GetUsuariosTest","testDeveListarUsuariosPorIDComSucesso"
"Valida se ao tentar listar usuários com um email inválido, a resposta contém a mensagem de erro correta","101","testTentarListarUsuariosPorEmailInvalido","Surefire suite","Fri Feb 21 12:20:53 GMT 2025","passed","Fri Feb 21 12:20:53 GMT 2025","com.vemser.rest.tests.usuarios.GetUsuariosTest","Surefire test","com.vemser.rest.tests.usuarios.GetUsuariosTest","testTentarListarUsuariosPorEmailInvalido"
"Valida se o produto é cadastrado corretamente com dados válidos e schema esperado","2205","testeSchemaDeveCadastrarProdutoValido","Surefire suite","Fri Feb 21 12:20:27 GMT 2025","broken","Fri Feb 21 12:20:29 GMT 2025","com.vemser.rest.tests.usuarios.PostProdutoTest","Surefire test","com.vemser.rest.tests.usuarios.PostProdutoTest","testeSchemaDeveCadastrarProdutoValido"
"Valida se o schema de produto por ID está correto","171","testSchemaDeveListarProdutoIDValido","Surefire suite","Fri Feb 21 12:20:29 GMT 2025","failed","Fri Feb 21 12:20:29 GMT 2025","com.vemser.rest.tests.usuarios.GetProdutosTest","Surefire test","com.vemser.rest.tests.usuarios.GetProdutosTest","testSchemaDeveListarProdutoIDValido"
"Valida se um produto pode ser listado corretamente com ID válido","152","testAssertDeveListarProdutoIDValido","Surefire suite","Fri Feb 21 12:20:52 GMT 2025","failed","Fri Feb 21 12:20:52 GMT 2025","com.vemser.rest.tests.usuarios.GetProdutosTest","Surefire test","com.vemser.rest.tests.usuarios.GetProdutosTest","testAssertDeveListarProdutoIDValido"
"Valida se um depósito é realizado corretamente com dados válidos","2166","testAssertDeveListarProdutosCadastrados","Surefire suite","Fri Feb 21 12:19:50 GMT 2025","passed","Fri Feb 21 12:19:53 GMT 2025","com.vemser.rest.tests.usuarios.GetProdutosTest","Surefire test","com.vemser.rest.tests.usuarios.GetProdutosTest","testAssertDeveListarProdutosCadastrados"
"Valida se o produto é cadastrado corretamente com dados válidos","1861","testeDeveCadastrarProdutoValido","Surefire suite","Fri Feb 21 12:20:50 GMT 2025","broken","Fri Feb 21 12:20:52 GMT 2025","com.vemser.rest.tests.usuarios.PostProdutoTest","Surefire test","com.vemser.rest.tests.usuarios.PostProdutoTest","testeDeveCadastrarProdutoValido"
"Valida se os usuários podem ser listados corretamente ao consultar por email","611","testDeveListarUsuariosPorEmailComSucesso","Surefire suite","Fri Feb 21 12:20:52 GMT 2025","passed","Fri Feb 21 12:20:52 GMT 2025","com.vemser.rest.tests.usuarios.GetUsuariosTest","Surefire test","com.vemser.rest.tests.usuarios.GetUsuariosTest","testDeveListarUsuariosPorEmailComSucesso"
