"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Valida se os dados do usuário podem ser recuperados corretamente ao consultar por ID","328","testDeveListarUsuariosPorIDComSucesso","Surefire suite","Thu Feb 20 17:14:37 GMT 2025","passed","Thu Feb 20 17:14:38 GMT 2025","com.vemser.rest.tests.usuarios.GetUsuariosTest","Surefire test","com.vemser.rest.tests.usuarios.GetUsuariosTest","testDeveListarUsuariosPorIDComSucesso"
"Valida se o produto é cadastrado corretamente com dados válidos","2254","testeDeveCadastrarProdutoValido","Surefire suite","Thu Feb 20 17:14:33 GMT 2025","broken","Thu Feb 20 17:14:35 GMT 2025","com.vemser.rest.tests.usuarios.PostProdutoTest","Surefire test","com.vemser.rest.tests.usuarios.PostProdutoTest","testeDeveCadastrarProdutoValido"
"Valida se um produto pode ser listado corretamente com ID válido","162","testAssertDeveListarProdutoIDValido","Surefire suite","Thu Feb 20 17:14:35 GMT 2025","failed","Thu Feb 20 17:14:35 GMT 2025","com.vemser.rest.tests.usuarios.GetProdutosTest","Surefire test","com.vemser.rest.tests.usuarios.GetProdutosTest","testAssertDeveListarProdutoIDValido"
"Valida se o produto é cadastrado corretamente com dados válidos e schema esperado","2031","testeSchemaDeveCadastrarProdutoValido","Surefire suite","Thu Feb 20 17:13:58 GMT 2025","broken","Thu Feb 20 17:14:00 GMT 2025","com.vemser.rest.tests.usuarios.PostProdutoTest","Surefire test","com.vemser.rest.tests.usuarios.PostProdutoTest","testeSchemaDeveCadastrarProdutoValido"
"Valida se o schema de produto por ID está correto","182","testSchemaDeveListarProdutoIDValido","Surefire suite","Thu Feb 20 17:14:01 GMT 2025","failed","Thu Feb 20 17:14:01 GMT 2025","com.vemser.rest.tests.usuarios.GetProdutosTest","Surefire test","com.vemser.rest.tests.usuarios.GetProdutosTest","testSchemaDeveListarProdutoIDValido"
"Valida se ao tentar listar usuários com um email inválido, a resposta contém a mensagem de erro correta","113","testTentarListarUsuariosPorEmailInvalido","Surefire suite","Thu Feb 20 17:14:38 GMT 2025","passed","Thu Feb 20 17:14:38 GMT 2025","com.vemser.rest.tests.usuarios.GetUsuariosTest","Surefire test","com.vemser.rest.tests.usuarios.GetUsuariosTest","testTentarListarUsuariosPorEmailInvalido"
"Valida se os usuários podem ser listados corretamente ao consultar por email","691","testDeveListarUsuariosPorEmailComSucesso","Surefire suite","Thu Feb 20 17:14:37 GMT 2025","passed","Thu Feb 20 17:14:37 GMT 2025","com.vemser.rest.tests.usuarios.GetUsuariosTest","Surefire test","com.vemser.rest.tests.usuarios.GetUsuariosTest","testDeveListarUsuariosPorEmailComSucesso"
"Valida se o schema de resposta ao listar usuários por email está correto","839","testSchemaListarUsuariosPorEmailComSucesso","Surefire suite","Thu Feb 20 17:14:01 GMT 2025","passed","Thu Feb 20 17:14:02 GMT 2025","com.vemser.rest.tests.usuarios.GetUsuariosTest","Surefire test","com.vemser.rest.tests.usuarios.GetUsuariosTest","testSchemaListarUsuariosPorEmailComSucesso"
"Valida se ao tentar listar um usuário com ID inválido, a resposta contém a mensagem de erro correta","109","testTentarListarUsuariosPorIDInexistente","Surefire suite","Thu Feb 20 17:14:38 GMT 2025","passed","Thu Feb 20 17:14:38 GMT 2025","com.vemser.rest.tests.usuarios.GetUsuariosTest","Surefire test","com.vemser.rest.tests.usuarios.GetUsuariosTest","testTentarListarUsuariosPorIDInexistente"
"Valida se a tentativa de listar um produto com ID inválido retorna o erro correto","124","testAssertTentaListarProdutoIDInvalido","Surefire suite","Thu Feb 20 17:14:37 GMT 2025","passed","Thu Feb 20 17:14:37 GMT 2025","com.vemser.rest.tests.usuarios.GetProdutosTest","Surefire test","com.vemser.rest.tests.usuarios.GetProdutosTest","testAssertTentaListarProdutoIDInvalido"
"Valida se o schema de resposta ao listar usuários por ID está correto","412","testSchemaListarUsuariosPorIDComSucesso","Surefire suite","Thu Feb 20 17:14:02 GMT 2025","passed","Thu Feb 20 17:14:02 GMT 2025","com.vemser.rest.tests.usuarios.GetUsuariosTest","Surefire test","com.vemser.rest.tests.usuarios.GetUsuariosTest","testSchemaListarUsuariosPorIDComSucesso"
"Valida se um depósito é realizado corretamente com dados válidos","1260","testAssertDeveListarProdutosCadastrados","Surefire suite","Thu Feb 20 17:14:35 GMT 2025","passed","Thu Feb 20 17:14:37 GMT 2025","com.vemser.rest.tests.usuarios.GetProdutosTest","Surefire test","com.vemser.rest.tests.usuarios.GetProdutosTest","testAssertDeveListarProdutosCadastrados"
